10,"※大項目","地域コード","地域識別コード","境域年次(2010)","境域年次(2000)","","人口　平成22年　(a)","人口　平成17年（組替） 2)","平成17年〜22年の人口増減数 2)","平成17年〜22年の人口増減率（％） 2)","面積（km2）　(b) 1)2)","人口密度"
4967,"","","d","","","      Ⅱ",10469,10771,-302,-2.8038250859,1.32,7931.1
4968,"","","d","","","      Ⅲ",5584,6079,-495,-8.1427866425,0.81,6893.8
4969,"","11243","d","","","吉川市　人口集中地区",49166,45682,3484,7.6266363119,5.33,9224.4
4970,"","11245","d","","","ふじみ野市　人口集中地区",98654,93353,5301,5.6784463274,9.32,10585.2
4971,"","11301","d","","","伊奈町　人口集中地区",32831,17290,15541,89.8843262001,5.59,5873.2
4972,"","","d","","","      Ⅰ",20293,17290,3003,17.3684210526,3.22,6302.2
4973,"","","d","","","      Ⅱ",12538,-,12538,-,2.37,5290.3
4974,"","11324","d","","","三芳町　人口集中地区",28880,26914,1966,7.3047484581,2.35,12289.4
4975,"","","d","","","      Ⅰ",21374,19472,1902,9.7678718159,1.66,12875.9
4976,"","","d","","","      Ⅱ",7506,7442,64,0.8599838753,0.68,11038.2
4977,"","11326","d","","","毛呂山町　人口集中地区",22669,23497,-828,-3.5238541090,3.20,7084.1
4978,"","11342","d","","","嵐山町　人口集中地区",10298,10485,-187,-1.7835002384,1.86,5536.6
4979,"","11343","d","","","小川町　人口集中地区",8045,8941,-896,-10.0212504194,2.00,4022.5
4980,"","11348","d","","","鳩山町　人口集中地区",8151,8885,-734,-8.2611142375,1.21,6736.4
4981,"","11442","d","","","宮代町　人口集中地区",22494,22938,-444,-1.9356526288,3.73,6030.6
4982,"","","d","","","      Ⅰ",11634,12001,-367,-3.0580784935,2.36,4929.7
4983,"","","d","","","      Ⅱ",5676,5543,133,2.3994226953,0.73,7775.3
4984,"","","d","","","      Ⅲ",5184,5394,-210,-3.8932146830,0.64,8100.0
4985,"","11445","d","","","白岡町　人口集中地区",33566,25387,8179,32.2172765589,5.34,6285.8
4986,"","","d","","","      Ⅰ",26206,25387,819,3.2260605822,4.51,5810.6
4987,"","","d","","","      Ⅱ",7360,-,7360,-,0.83,8867.5
4988,"","11464","d","","","杉戸町　人口集中地区",25593,25561,32,0.1251907202,3.38,7571.9
4989,"","","d","","","      Ⅰ",16859,16957,-98,-0.5779324173,2.43,6937.9
4990,"","","d","","","      Ⅱ",8734,8604,130,1.5109251511,0.95,9193.7
4991,"","11465","d","","","松伏町　人口集中地区",21043,20383,660,3.2379924447,2.81,7488.6
4992,"","12000","d","","","千葉県　人口集中地区",4529333,4342417,186916,4.3044230897,633.96,7144.5
4993,"","12001","d","","","千葉県 市部　人口集中地区",4508188,4320845,187343,4.3357954289,631.16,7142.7
4994,"","12002","d","","","千葉県 郡部　人口集中地区",21145,21572,-427,-1.9794177638,2.79,7578.9
4995,"","12100","d","","","千葉市　人口集中地区",869241,830383,38858,4.6795273988,120.33,7223.8
4996,"","12101","d","","","千葉市 中央区　人口集中地区",193250,177472,15778,8.8904165164,38.02,5082.9
4997,"","12102","d","","","千葉市 花見川区　人口集中地区",160029,166086,-6057,-3.6469058199,16.40,9757.9
4998,"","","d","","","      Ⅰ",101192,98037,3155,3.2181727307,9.29,10892.6
4999,"","","d","","","      Ⅱ",33474,35485,-2011,-5.6671833169,3.29,10174.5
5000,"","","d","","","      Ⅲ",16093,17277,-1184,-6.8530416160,3.04,5293.8
5001,"","","d","","","      Ⅳ",9270,10142,-872,-8.5979096825,0.77,12039.0
5002,"","12103","d","","","千葉市 稲毛区　人口集中地区",154596,146350,8246,5.6344379911,18.08,8550.7
5003,"","12104","d","","","千葉市 若葉区　人口集中地区",118864,113871,4993,4.3847862933,15.35,7743.6
5004,"","","d","","","      Ⅰ",102063,99087,2976,3.0034212359,13.48,7571.4
5005,"","","d","","","      Ⅱ",10673,8358,2315,27.6980138789,1.07,9974.8
5006,"","","d","","","      Ⅲ",6128,6426,-298,-4.6374105198,0.80,7660.0
5007,"","12105","d","","","千葉市 緑区　人口集中地区",92340,81063,11277,13.9114022427,11.31,8164.5
5008,"","","d","","","      Ⅰ",61185,50327,10858,21.5749001530,7.29,8393.0
5009,"","","d","","","      Ⅱ",31155,30736,419,1.3632222801,4.02,7750.0
5010,"","12106","d","","","千葉市 美浜区　人口集中地区",150162,145541,4621,3.1750503295,21.16,7096.5
5011,"","12202","d","","","銚子市　人口集中地区",35761,39412,-3651,-9.2636760378,9.70,3686.7
5012,"","12203","d","","","市川市　人口集中地区",463083,455300,7783,1.7094223589,47.36,9777.9
5013,"","","d","","","      Ⅰ",456301,448432,7869,1.7547811039,46.59,9794.0
5014,"","","d","","","      Ⅱ",6782,6868,-86,-1.2521840419,0.77,8807.8
5015,"","12204","d","","","船橋市　人口集中地区",583009,543424,39585,7.2843672712,58.99,9883.2
5016,"","","d","","","      Ⅰ",571154,531302,39852,7.5008187434,57.91,9862.8
5017,"","","d","","","      Ⅱ",11855,12122,-267,-2.2026068306,1.08,10976.9
5018,"","12205","d","","","館山市　人口集中地区",18076,18857,-781,-4.1416980432,6.97,2593.4
5019,"","12206","d","","","木更津市　人口集中地区",86585,83389,3196,3.8326397966,24.26,3569.0
5020,"","","d","","","      Ⅰ",70733,68302,2431,3.5591929958,21.49,3291.4
5021,"","","d","","","      Ⅱ",10141,9875,266,2.6936708861,1.82,5572.0
5022,"","","d","","","      Ⅲ",5711,5212,499,9.5740598619,0.95,6011.6
5023,"","12207","d","","","松戸市　人口集中地区",461637,453045,8592,1.8965003476,46.36,9957.7
5024,"","","d","","","      Ⅰ",452398,444890,7508,1.6876081728,45.38,9969.1
5025,"","","d","","","      Ⅱ",9239,8155,1084,13.2924586143,0.98,9427.6
5026,"","12208","d","","","野田市　人口集中地区",99288,92689,6599,7.1195071691,16.48,6024.8
5027,"","","d","","","      Ⅰ",66408,62284,4124,6.6212831546,11.44,5804.9
5028,"","","d","","","      Ⅱ",26613,23514,3099,13.1793824955,4.11,6475.2
5029,"","","d","","","      Ⅲ",6267,6891,-624,-9.0552895081,0.93,6738.7
5030,"","12210","d","","","茂原市　人口集中地区",32876,32789,87,0.2653328860,9.22,3565.7
5031,"","12211","d","","","成田市　人口集中地区",74379,65479,8900,13.5921440462,21.78,3415.0
5032,"","","d","","","      Ⅰ",64285,56356,7929,14.0694868337,10.31,6235.2
5033,"","","d","","","      Ⅱ",10094,9123,971,10.6434286967,11.48,879.3
5034,"","12212","d","","","佐倉市　人口集中地区",128815,126524,2291,1.8107236572,18.12,7109.0
5035,"","","d","","","      Ⅰ",61128,59284,1844,3.1104513865,6.21,9843.5
5036,"","","d","","","      Ⅱ",38805,39042,-237,-0.6070385738,8.18,4743.9
5037,"","","d","","","      Ⅲ",28882,28198,684,2.4257039506,3.73,7743.2
5038,"","12213","d","","","東金市　人口集中地区",13931,13261,670,5.0524093206,2.94,4738.4
5039,"","12215","d","","","旭市　人口集中地区",5141,5373,-232,-4.3178857249,1.18,4356.8
5040,"","12216","d","","","習志野市　人口集中地区",163867,158144,5723,3.6188537030,20.37,8044.5
5041,"","12217","d","","","柏市　人口集中地区",360149,339712,20437,6.0159782404,39.67,9078.6
5042,"","","d","","","      Ⅰ",317316,298839,18477,6.1829279311,35.04,9055.8
5043,"","","d","","","      Ⅱ",18215,17511,704,4.0203300782,1.58,11528.5
5044,"","","d","","","      Ⅲ",17848,17078,770,4.5087246750,2.34,7627.4
5045,"","","d","","","      Ⅳ",6770,6284,486,7.7339274348,0.72,9402.8
5046,"","12218","d","","","勝浦市　人口集中地区",5291,5527,-236,-4.2699475303,1.40,3779.3
5047,"","12219","d","","","市原市　人口集中地区",176117,170244,5873,3.4497544701,53.43,3296.2
5048,"","","d","","","      Ⅰ",96183,88556,7627,8.6126292967,42.09,2285.2
5049,"","","d","","","      Ⅱ",25925,26284,-359,-1.3658499467,3.76,6894.9
5050,"","","d","","","      Ⅲ",18449,12811,5638,44.0090547186,2.27,8127.3
5051,"","","d","","","      Ⅳ",16898,17571,-673,-3.8301747197,2.14,7896.3
5052,"","","d","","","      Ⅴ",10004,10608,-604,-5.6938159879,1.78,5620.2
5053,"","","d","","","      Ⅵ",8658,9145,-487,-5.3253143794,1.39,6228.8
5054,"","12220","d","","","流山市　人口集中地区",139597,131518,8079,6.1428853845,14.97,9325.1
5055,"","","d","","","      Ⅰ",58787,55931,2856,5.1062916808,6.62,8880.2
5056,"","","d","","","      Ⅱ",50203,46506,3697,7.9495118909,5.48,9161.1
5057,"","","d","","","      Ⅲ",21770,20523,1247,6.0761097305,1.96,11107.1
5058,"","","d","","","      Ⅳ",8837,8558,279,3.2601075018,0.91,9711.0
5059,"","12221","d","","","八千代市　人口集中地区",173078,161412,11666,7.2274675984,18.58,9315.3
5060,"","","d","","","      Ⅰ",165669,153393,12276,8.0029727563,17.98,9214.1
5061,"","","d","","","      Ⅱ",7409,8019,-610,-7.6069335329,0.61,12145.9
5062,"","12222","d","","","我孫子市　人口集中地区",115617,108834,6783,6.2324273664,14.24,8119.2
5063,"","","d","","","      Ⅰ",105575,98092,7483,7.6285527872,12.55,8412.4
5064,"","","d","","","      Ⅱ",10042,10742,-700,-6.5164773785,1.69,5942.0
5065,"","12224","d","","","鎌ケ谷市　人口集中地区",91887,87737,4150,4.7300454768,9.68,9492.5
5066,"","","d","","","      Ⅰ",85240,81638,3602,4.4121610035,8.91,9566.8
5067,"","","d","","","      Ⅱ",6647,6099,548,8.9850795212,0.77,8632.5
5068,"","12225","d","","","君津市　人口集中地区",49597,50523,-926,-1.8328286127,18.45,2688.2
5069,"","12227","d","","","浦安市　人口集中地区",164570,154746,9824,6.3484678118,16.13,10202.7
5070,"","12228","d","","","四街道市　人口集中地区",58872,58869,3,0.0050960607,7.43,7923.6
5071,"","","d","","","      Ⅰ",50265,50051,214,0.4275638848,6.34,7928.2
5072,"","","d","","","      Ⅱ",8607,8818,-211,-2.3928328419,1.09,7896.3
5073,"","12229","d","","","袖ケ浦市　人口集中地区",30615,29461,1154,3.9170428702,17.76,1723.8
5074,"","","d","","","      Ⅰ",20574,19830,744,3.7518910741,15.96,1289.1
5075,"","","d","","","      Ⅱ",10041,9631,410,4.2570864915,1.80,5578.3
5076,"","12230","d","","","八街市　人口集中地区",8713,9079,-366,-4.0312809781,2.25,3872.4
5077,"","12231","d","","","印西市　人口集中地区",42529,40305,2224,5.5179258157,5.07,8388.4
5078,"","","d","","","      Ⅰ",14018,13858,160,1.1545677587,1.69,8294.7
5079,"","","d","","","      Ⅱ",11186,11574,-388,-3.3523414550,1.04,10755.8
5080,"","","d","","","      Ⅲ",8980,6844,2136,31.2098188194,0.59,15220.3
5081,"","","d","","","      Ⅳ",8345,8029,316,3.9357329680,1.76,4741.5
5082,"","12232","d","","","白井市　人口集中地区",36170,33403,2767,8.2836870940,3.89,9298.2
5083,"","","d","","","      Ⅰ",12835,10371,2464,23.7585575162,1.50,8556.7
5084,"","","d","","","      Ⅱ",10964,11233,-269,-2.3947298139,1.12,9789.3
5085,"","","d","","","      Ⅲ",6612,5967,645,10.8094519859,0.80,8265.0
5086,"","","d","","","      Ⅳ",5759,5832,-73,-1.2517146776,0.47,12253.2
5087,"","12233","d","","","富里市　人口集中地区",9400,9997,-597,-5.9717915375,0.97,9690.7
5088,"","12236","d","","","香取市　人口集中地区",10297,11409,-1112,-9.7466912087,3.16,3258.5
5089,"","12322","d","","","酒々井町　人口集中地区",13086,12770,316,2.4745497259,1.53,8552.9
5090,"","12329","d","","","栄町　人口集中地区",8059,8802,-743,-8.4412633492,1.26,6396.0
5091,"","13000","d","","","東京都　人口集中地区",12917131,12329196,587935,4.7686402260,1074.42,12022.4
5092,"","13001","d","","","東京都 市部　人口集中地区",12885651,12297985,587666,4.7785551861,1066.54,12081.7
5093,"","13002","d","","","東京都 郡部　人口集中地区",31480,31211,269,0.8618756208,7.88,3994.9
5094,"","13100","d","","","特別区部　人口集中地区",8945695,8489653,456042,5.3717389863,621.83,14386.1
5095,"","13101","d","","","千代田区　人口集中地区",47115,41778,5337,12.7746660922,11.64,4047.7
5096,"","13102","d","","","中央区　人口集中地区",122762,98399,24363,24.7593979614,10.18,12059.1
5097,"","13103","d","","","港区　人口集中地区",205131,185861,19270,10.3679631553,20.34,10085.1
5098,"","13104","d","","","新宿区　人口集中地区",326309,305716,20593,6.7359902655,18.23,17899.6
5099,"","13105","d","","","文京区　人口集中地区",206626,189632,16994,8.9615676679,11.31,18269.3
5100,"","13106","d","","","台東区　人口集中地区",175928,165186,10742,6.5029724069,10.08,17453.2
5101,"","13107","d","","","墨田区　人口集中地区",247606,231173,16433,7.1085291102,13.75,18007.7
5102,"","13108","d","","","江東区　人口集中地区",460819,420845,39974,9.4985089522,39.94,11537.8
5103,"","13109","d","","","品川区　人口集中地区",365302,346357,18945,5.4697898411,22.72,16078.4
5104,"","13110","d","","","目黒区　人口集中地区",268330,264064,4266,1.6155174503,14.70,18253.7
5105,"","13111","d","","","大田区　人口集中地区",693373,665674,27699,4.1610457972,59.46,11661.2
5106,"","13112","d","","","世田谷区　人口集中地区",877138,841165,35973,4.2765688064,58.08,15102.2
5107,"","13113","d","","","渋谷区　人口集中地区",204492,203334,1158,0.5695063295,15.11,13533.6
5108,"","13114","d","","","中野区　人口集中地区",314750,310627,4123,1.3273153976,15.59,20189.2
5109,"","13115","d","","","杉並区　人口集中地区",549569,528587,20982,3.9694506297,34.02,16154.3
5110,"","13116","d","","","豊島区　人口集中地区",284678,250585,34093,13.6053634495,13.01,21881.5
5111,"","13117","d","","","北区　人口集中地区",335544,330412,5132,1.5532123531,20.59,16296.5
5112,"","13118","d","","","荒川区　人口集中地区",203296,191207,12089,6.3224672737,10.20,19931.0
5113,"","13119","d","","","板橋区　人口集中地区",535824,523083,12741,2.4357511141,32.17,16656.0
5114,"","13120","d","","","練馬区　人口集中地区",716124,692339,23785,3.4354557522,48.16,14869.7
5115,"","13121","d","","","足立区　人口集中地区",683426,624807,58619,9.3819371422,53.20,12846.4
5116,"","13122","d","","","葛飾区　人口集中地区",442586,424878,17708,4.1677846346,34.79,12721.6
5117,"","13123","d","","","江戸川区　人口集中地区",678967,653944,25023,3.8264744382,49.76,13644.8
5118,"","13201","d","","","八王子市　人口集中地区",512295,491271,21024,4.2795117155,61.64,8311.1
5119,"","","d","","","      Ⅰ",374424,369633,4791,1.2961505060,47.53,7877.6
5120,"","","d","","","      Ⅱ",105045,96868,8177,8.4413841516,10.32,10178.8
5121,"","","d","","","      Ⅲ",18543,10769,7774,72.1886897576,1.53,12119.6
5122,"","","d","","","      Ⅳ",8597,7940,657,8.2745591940,1.64,5242.1
5123,"","","d","","","      Ⅴ",5686,6061,-375,-6.1870978386,0.63,9025.4
5124,"","13202","d","","","立川市　人口集中地区",177344,170197,7147,4.1992514557,22.29,7956.2
5125,"","13203","d","","","武蔵野市　人口集中地区",138734,137525,1209,0.8791128886,10.73,12929.5
5126,"","13204","d","","","三鷹市　人口集中地区",186083,177016,9067,5.1221358521,16.50,11277.8
5127,"","13205","d","","","青梅市　人口集中地区",107511,109974,-2463,-2.2396202739,17.26,6228.9
5128,"","13206","d","","","府中市　人口集中地区",255506,245623,9883,4.0236459941,29.34,8708.5
5129,"","13207","d","","","昭島市　人口集中地区",112195,109755,2440,2.2231333424,14.65,7658.4
5130,"","13208","d","","","調布市　人口集中地区",223593,216119,7474,3.4582799291,21.53,10385.2
5131,"","13209","d","","","町田市　人口集中地区",391697,367251,24446,6.6564828959,44.45,8812.1
5132,"","13210","d","","","小金井市　人口集中地区",118852,114112,4740,4.1538137970,11.33,10490.0
5133,"","13211","d","","","小平市　人口集中地区",187035,183796,3239,1.7622799190,20.46,9141.5
5134,"","13212","d","","","日野市　人口集中地区",178750,175286,3464,1.9761988978,24.65,7251.5
5135,"","13213","d","","","東村山市　人口集中地区",153398,144793,8605,5.9429668561,16.56,9263.2
5136,"","13214","d","","","国分寺市　人口集中地区",120650,117604,3046,2.5900479576,11.48,10509.6
5137,"","13215","d","","","国立市　人口集中地区",72673,70301,2372,3.3740629579,6.74,10782.3
5138,"","13218","d","","","福生市　人口集中地区",59548,60911,-1363,-2.2376910574,9.47,6288.1
5139,"","13219","d","","","狛江市　人口集中地区",78751,78319,432,0.5515902910,6.39,12324.1
5140,"","13220","d","","","東大和市　人口集中地区",82516,78746,3770,4.7875447642,9.77,8445.9
5141,"","13221","d","","","清瀬市　人口集中地区",70402,69541,861,1.2381185200,8.05,8745.6
5142,"","13222","d","","","東久留米市　人口集中地区",116546,115330,1216,1.0543657331,12.92,9020.6
5143,"","13223","d","","","武蔵村山市　人口集中地区",66339,62783,3556,5.6639536180,9.69,6846.1
5144,"","13224","d","","","多摩市　人口集中地区",143234,141300,1934,1.3687190375,16.22,8830.7
5145,"","13225","d","","","稲城市　人口集中地区",68783,63129,5654,8.9562641575,7.45,9232.6
5146,"","","d","","","      Ⅰ",58244,52692,5552,10.5367038640,6.52,8933.1
5147,"","","d","","","      Ⅱ",10539,10437,102,0.9772923254,0.93,11332.3
5148,"","13227","d","","","羽村市　人口集中地区",56325,55794,531,0.9517152382,8.83,6378.8
5149,"","13228","d","","","あきる野市　人口集中地区",64685,62121,2564,4.1274287278,10.45,6190.0
5150,"","13229","d","","","西東京市　人口集中地区",196511,189735,6776,3.5712968087,15.85,12398.2
5151,"","13303","d","","","瑞穂町　人口集中地区",23272,23374,-102,-0.4363823051,6.31,3688.1
5152,"","13305","d","","","日の出町　人口集中地区",8208,7837,371,4.7339543193,1.57,5228.0
5153,"","14000","d","","","神奈川県　人口集中地区",8522408,8250183,272225,3.2996237780,949.15,8979.0
5154,"","14001","d","","","神奈川県 市部　人口集中地区",8318170,8050837,267333,3.3205615764,910.82,9132.6
5155,"","14002","d","","","神奈川県 郡部　人口集中地区",204238,199346,4892,2.4540246606,38.33,5328.4
5156,"","14100","d","","","横浜市　人口集中地区",3589469,3487816,101653,2.9145172796,348.77,10291.8
5157,"","14101","d","","","横浜市 鶴見区　人口集中地区",272178,264548,7630,2.8841646884,33.23,8190.7
5158,"","14102","d","","","横浜市 神奈川区　人口集中地区",227336,216130,11206,5.1848424559,19.59,11604.7
5159,"","","d","","","      Ⅰ",207759,196961,10798,5.4823036033,17.71,11731.2
5160,"","","d","","","      Ⅱ",12735,12348,387,3.1341107872,1.18,10792.4
5161,"","","d","","","      Ⅲ",6842,6821,21,0.3078727459,0.69,9915.9
5162,"","14103","d","","","横浜市 西区　人口集中地区",94867,84944,9923,11.6818139009,7.04,13475.4
5163,"","14104","d","","","横浜市 中区　人口集中地区",146033,140167,5866,4.1850078835,20.86,7000.6
5164,"","14105","d","","","横浜市 南区　人口集中地区",196153,196822,-669,-0.3399010273,12.67,15481.7
5165,"","14106","d","","","横浜市 保土ケ谷区　人口集中地区",201965,199845,2120,1.0608221372,18.76,10765.7
5166,"","14107","d","","","横浜市 磯子区　人口集中地区",159568,159846,-278,-0.1739173955,16.76,9520.8
5167,"","14108","d","","","横浜市 金沢区　人口集中地区",208117,209386,-1269,-0.6060577116,26.05,7989.1
5168,"","14109","d","","","横浜市 港北区　人口集中地区",323186,306577,16609,5.4175623090,26.03,12415.9
5169,"","14110","d","","","横浜市 戸塚区　人口集中地区",259955,247634,12321,4.9754880186,25.59,10158.5
5170,"","","d","","","      Ⅰ",254184,241852,12332,5.0989861568,25.02,10159.2
5171,"","","d","","","      Ⅱ",5771,5782,-11,-0.1902455898,0.56,10305.4
5172,"","14111","d","","","横浜市 港南区　人口集中地区",219804,220219,-415,-0.1884487715,18.83,11673.1
5173,"","14112","d","","","横浜市 旭区　人口集中地区",242602,242366,236,0.0973733940,22.67,10701.5
5174,"","","d","","","      Ⅰ",225806,224278,1528,0.6812973185,21.70,10405.8
5175,"","","d","","","      Ⅱ",16796,18088,-1292,-7.1428571429,0.97,17315.5
5176,"","14113","d","","","横浜市 緑区　人口集中地区",169841,161810,8031,4.9632284778,15.54,10929.3
5177,"","14114","d","","","横浜市 瀬谷区　人口集中地区",121759,122792,-1033,-0.8412600169,11.43,10652.6
5178,"","14115","d","","","横浜市 栄区　人口集中地区",121857,120451,1406,1.1672796407,13.43,9073.5
5179,"","14116","d","","","横浜市 泉区　人口集中地区",140209,138314,1895,1.3700709979,13.32,10526.2
5180,"","14117","d","","","横浜市 青葉区　人口集中地区",296985,288545,8440,2.9250203608,27.21,10914.6
5181,"","","d","","","      Ⅰ",152029,145133,6896,4.7515037931,14.83,10251.4
5182,"","","d","","","      Ⅱ",127309,125867,1442,1.1456537456,11.11,11459.0
5183,"","","d","","","      Ⅲ",17647,17545,102,0.5813622115,1.27,13895.3
5184,"","14118","d","","","横浜市 都筑区　人口集中地区",187054,167420,19634,11.7273921873,19.76,9466.3
5185,"","","d","","","      Ⅰ",107409,97098,10311,10.6191682630,12.09,8884.1
5186,"","","d","","","      Ⅱ",79645,70322,9323,13.2575865305,7.67,10384.0
5187,"","14130","d","","","川崎市　人口集中地区",1417671,1316910,100761,7.6513201358,133.11,10650.4
5188,"","14131","d","","","川崎市 川崎区　人口集中地区",217328,203804,13524,6.6357873251,39.21,5542.7
5189,"","14132","d","","","川崎市 幸区　人口集中地区",154212,144487,9725,6.7307093372,10.05,15344.5
5190,"","14133","d","","","川崎市 中原区　人口集中地区",233925,210543,23382,11.1055698836,14.70,15913.3
5191,"","14134","d","","","川崎市 高津区　人口集中地区",217360,201792,15568,7.7148747225,16.36,13286.1
5192,"","14135","d","","","川崎市 多摩区　人口集中地区",213850,205342,8508,4.1433316126,19.49,10972.3
5193,"","14136","d","","","川崎市 宮前区　人口集中地区",217587,207125,10462,5.0510561255,17.56,12391.1
5194,"","14137","d","","","川崎市 麻生区　人口集中地区",163409,143817,19592,13.6228679502,15.74,10381.8
5195,"","","d","","","      Ⅰ",145026,132782,12244,9.2211293699,14.06,10314.8
5196,"","","d","","","      Ⅱ",7041,-,7041,-,0.67,10509.0
5197,"","","d","","","      Ⅲ",6301,6004,297,4.9467021985,0.62,10162.9
5198,"","","d","","","      Ⅳ",5041,5031,10,0.1987676406,0.39,12925.6
5199,"","14150","d","","","相模原市　人口集中地区",658895,640889,18006,2.8095348805,71.75,9183.2
5200,"","14151","d","","","相模原市 緑区　人口集中地区",129466,125141,4325,3.4561015175,16.00,8091.6
5201,"","","d","","","      Ⅰ",114099,109458,4641,4.2399824590,13.19,8650.4
5202,"","","d","","","      Ⅱ",8148,7955,193,2.4261470773,1.28,6365.6
5203,"","","d","","","      Ⅲ",7219,7728,-509,-6.5864389234,1.53,4718.3
5204,"","14152","d","","","相模原市 中央区　人口集中地区",260363,253642,6721,2.6497977464,30.78,8458.8
5205,"","14153","d","","","相模原市 南区　人口集中地区",269066,262106,6960,2.6554142217,24.97,10775.6
5206,"","","d","","","      Ⅰ",241552,236485,5067,2.1426306108,20.55,11754.4
5207,"","","d","","","      Ⅱ",27514,25621,1893,7.3884703954,4.41,6239.0
5208,"","14201","d","","","横須賀市　人口集中地区",398366,404005,-5639,-1.3957748048,58.53,6806.2
5209,"","","d","","","      Ⅰ",364906,368495,-3589,-0.9739616548,52.70,6924.2
5210,"","","d","","","      Ⅱ",33460,35510,-2050,-5.7730216840,5.83,5739.3
5211,"","14203","d","","","平塚市　人口集中地区",234080,233240,840,0.3601440576,31.34,7469.0
5212,"","","d","","","      Ⅰ",226377,225307,1070,0.4749075706,30.46,7431.9
5213,"","","d","","","      Ⅱ",7703,7933,-230,-2.8992814824,0.88,8753.4
5214,"","14204","d","","","鎌倉市　人口集中地区",168636,165564,3072,1.8554758281,24.19,6971.3
5215,"","14205","d","","","藤沢市　人口集中地区",383074,369529,13545,3.6654768638,46.29,8275.5
5216,"","","d","","","      Ⅰ",247750,238283,9467,3.9730068868,28.78,8608.4
5217,"","","d","","","      Ⅱ",135324,131246,4078,3.1071423129,17.51,7728.4
5218,"","14206","d","","","小田原市　人口集中地区",172603,171569,1034,0.6026729771,30.47,5664.7
5219,"","14207","d","","","茅ヶ崎市　人口集中地区",220347,213566,6781,3.1751308729,23.07,9551.2
5220,"","14208","d","","","逗子市　人口集中地区",55770,55666,104,0.1868285848,8.31,6711.2
5221,"","14210","d","","","三浦市　人口集中地区",26757,27807,-1050,-3.7760276189,3.81,7022.8
5222,"","","d","","","      Ⅰ",17573,18485,-912,-4.9337300514,2.71,6484.5
5223,"","","d","","","      Ⅱ",9184,9322,-138,-1.4803690195,1.11,8273.9
5224,"","14211","d","","","秦野市　人口集中地区",150652,143136,7516,5.2509501453,22.94,6567.2
5225,"","","d","","","      Ⅰ",104110,101586,2524,2.4845943339,17.74,5868.7
5226,"","","d","","","      Ⅱ",41471,41550,-79,-0.1901323706,4.82,8603.9
5227,"","","d","","","      Ⅲ",5071,-,5071,-,0.37,13705.4
5228,"","14212","d","","","厚木市　人口集中地区",193910,189775,4135,2.1788960611,29.15,6652.1
5229,"","","d","","","      Ⅰ",172444,169544,2900,1.7104704384,25.98,6637.6
5230,"","","d","","","      Ⅱ",14657,12926,1731,13.3916138016,1.66,8829.5
5231,"","","d","","","      Ⅲ",6809,7305,-496,-6.7898699521,1.52,4479.6
5232,"","14213","d","","","大和市　人口集中地区",225817,218567,7250,3.3170606725,23.35,9671.0
5233,"","14214","d","","","伊勢原市　人口集中地区",78218,77087,1131,1.4671734534,9.92,7884.9
5234,"","","d","","","      Ⅰ",56252,55271,981,1.7748909917,7.37,7632.6
5235,"","","d","","","      Ⅱ",21966,21816,150,0.6875687569,2.56,8580.5
5236,"","14215","d","","","海老名市　人口集中地区",118043,113522,4521,3.9824879759,14.46,8163.4
5237,"","14216","d","","","座間市　人口集中地区",121492,120428,1064,0.8835154615,11.92,10192.3
5238,"","14217","d","","","南足柄市　人口集中地区",33366,32484,882,2.7151828593,6.48,5149.1
5239,"","14218","d","","","綾瀬市　人口集中地区",71004,69277,1727,2.4928908584,12.96,5478.7
5240,"","","d","","","      Ⅰ",53998,52270,1728,3.3059116128,11.28,4787.1
5241,"","","d","","","      Ⅱ",17006,17007,-1,-0.0058799318,1.68,10122.6
5242,"","14301","d","","","葉山町　人口集中地区",25356,24160,1196,4.9503311258,5.02,5051.0
5243,"","14321","d","","","寒川町　人口集中地区",42179,42088,91,0.2162136476,6.83,6175.5
5244,"","","d","","","      Ⅰ",36560,36886,-326,-0.8838041533,5.89,6207.1
5245,"","","d","","","      Ⅱ",5619,5202,417,8.0161476355,0.94,5977.7
5246,"","14341","d","","","大磯町　人口集中地区",29127,28310,817,2.8859060403,5.79,5030.6
5247,"","","d","","","      Ⅰ",17037,16720,317,1.8959330144,3.23,5274.6
5248,"","","d","","","      Ⅱ",12090,11590,500,4.3140638481,2.56,4722.7
5249,"","14342","d","","","二宮町　人口集中地区",24392,23611,781,3.3077802719,3.98,6128.6
5250,"","14362","d","","","大井町　人口集中地区",13453,12744,709,5.5634023854,2.40,5605.4
5251,"","14363","d","","","松田町　人口集中地区",8483,9122,-639,-7.0050427538,2.18,3891.3
5252,"","14366","d","","","開成町　人口集中地区",12108,9539,2569,26.9315441870,2.47,4902.0
5253,"","14383","d","","","真鶴町　人口集中地区",6191,6745,-554,-8.2134914752,1.44,4299.3
5254,"","14384","d","","","湯河原町　人口集中地区",18129,18661,-532,-2.8508654413,3.01,6022.9
5255,"","14401","d","","","愛川町　人口集中地区",24820,24366,454,1.8632520726,5.22,4754.8
5256,"","15000","d","","","新潟県　人口集中地区",1141379,1138699,2680,0.2353563145,233.20,4894.4
5257,"","15001","d","","","新潟県 市部　人口集中地区",1141379,1138699,2680,0.2353563145,233.20,4894.4
5258,"","15100","d","","","新潟市　人口集中地区",583329,579033,4296,0.7419266259,103.44,5639.3
5259,"","15101","d","","","新潟市 北区　人口集中地区",40559,39924,635,1.5905219918,7.27,5579.0
